scenario,label,depth,rho,m_flux,inv_freq,sample_size,seed,tree_n_events,call_recurrent,n_sites,error,frac_admix_d,frac_admix_i,secs
single,0,young,0.0,1e-06,0.1,240,10274,1,0,302,,0.0,1.0,33.8
single,0,young,0.0,1e-09,0.1,240,10074,1,0,314,,0.0,1.0,33.9
single,0,young,0.0,1e-08,0.1,240,10154,1,0,341,,0.0,1.0,33.9
single,0,young,0.0,0.0,0.1,240,10050,1,0,267,,0.0,1.0,34.6
single,0,young,0.0,1e-07,0.1,240,10202,1,0,341,,0.0,1.0,34.9
single,0,young,0.0,1e-07,0.1,240,10218,1,0,357,,0.0,1.0,35.2
single,0,young,0.0,0.0,0.1,240,10002,1,0,340,,0.0,1.0,35.6
single,0,young,0.0,1e-06,0.1,240,10282,1,0,335,,0.0,1.0,36.2
single,0,young,0.0,1e-09,0.1,240,10114,1,0,268,,0.0,1.0,36.5
single,0,young,0.0,1e-09,0.1,240,10066,1,0,488,,0.0,1.0,37.6
single,0,young,0.0,1e-06,0.1,240,10290,1,0,307,,0.0,1.0,38.1
single,0,young,0.0,1e-06,0.1,240,10298,1,0,283,,0.0,1.0,38.4
single,0,young,0.0,0.0,0.1,240,10058,1,0,388,,0.0,1.0,38.6
single,0,young,0.0,1e-07,0.1,240,10186,1,0,335,,0.0,1.0,38.9
single,0,young,0.0,1e-06,0.1,240,10250,1,0,393,,0.0,1.0,39.0
single,0,young,0.0,1e-06,0.1,240,10266,1,0,305,,0.0,1.0,39.0
single,0,young,0.0,1e-08,0.1,240,10130,1,0,390,,0.0,1.0,39.1
single,0,young,0.0,1e-08,0.1,240,10162,1,0,364,,0.0,1.0,39.2
single,0,young,0.0,1e-07,0.1,240,10234,1,0,356,,0.0,1.0,39.7
single,0,young,0.0,0.0,0.1,240,10010,1,0,338,,0.0,1.0,39.7
single,0,young,0.0,1e-08,0.1,240,10138,1,0,303,,0.0,1.0,40.0
single,0,young,0.0,0.0,0.1,240,10018,1,0,343,,0.0,1.0,40.2
single,0,young,0.0,1e-08,0.1,240,10170,1,0,430,,0.0,1.0,40.6
single,0,young,0.0,1e-09,0.1,240,10090,1,0,472,,0.0,1.0,40.8
single,0,young,0.0,1e-06,0.1,240,10258,1,0,471,,0.0,1.0,42.0
single,0,young,0.0,1e-09,0.1,240,10106,1,0,352,,0.0,1.0,42.6
single,0,young,0.0,1e-06,0.1,240,10242,1,0,380,,0.0,1.0,42.6
single,0,young,0.0,1e-09,0.1,240,10098,1,0,413,,0.0,1.0,42.7
single,0,young,0.0,1e-07,0.1,240,10226,1,0,289,,0.0,1.0,43.2
single,0,young,0.0,0.0,0.1,240,10034,2,1,639,,0.0,1.0,44.3
single,0,young,0.0,1e-08,0.1,240,10178,1,0,366,,0.0,1.0,44.4
single,0,young,0.0,0.0,0.1,240,10042,1,0,444,,0.0,1.0,44.7
single,0,young,0.0,1e-08,0.1,240,10146,1,0,403,,0.0,1.0,45.1
single,0,young,0.0,0.0,0.1,240,10026,1,0,507,,0.0,1.0,45.3
single,0,young,0.0,1e-07,0.1,240,10210,1,0,405,,0.0,1.0,47.0
single,0,young,0.0,1e-09,0.1,240,10082,2,1,356,,0.0,1.0,48.3
single,0,young,0.0,1e-08,0.1,240,10122,1,0,478,,0.0,1.0,51.3
single,0,young,0.0,1e-07,0.1,240,10194,1,0,572,,0.0,1.0,51.6
single,0,young,1e-08,1e-08,0.1,240,10474,1,0,390,,0.0,1.0,135.0
single,0,young,1e-08,1e-06,0.1,240,10554,1,0,324,,0.0,1.0,108.3
single,0,young,1e-08,1e-09,0.1,240,10394,1,0,292,,0.0,1.0,154.0
single,0,young,1e-08,1e-07,0.1,240,10530,1,0,371,,0.0,1.0,158.8
single,0,young,1e-08,1e-07,0.1,240,10514,1,0,369,,0.0,1.0,179.8
single,0,young,1e-08,0.0,0.1,240,10338,1,0,326,,0.0,1.0,218.7
single,0,young,1e-08,1e-08,0.1,240,10434,1,0,366,,0.0,1.0,226.5
single,0,young,1e-08,1e-08,0.1,240,10426,1,0,387,,0.0,1.0,247.4
single,0,young,1e-08,0.0,0.1,240,10346,1,0,418,,0.0,1.0,248.3
single,0,young,1e-08,1e-06,0.1,240,10562,1,0,377,,0.0,1.0,214.4
single,0,young,1e-08,1e-09,0.1,240,10418,1,0,353,,0.0,1.0,250.4
