scenario,label,depth,rho,m_flux,inv_freq,sample_size,seed,tree_n_events,call_recurrent,n_sites,error,frac_admix_d,frac_admix_i,secs
single,0,recent,0.0,1e-06,0.1,240,11150,2,1,507,,0.0,1.0,50.6
single,0,recent,0.0,1e-06,0.1,240,11142,2,1,347,,0.0,1.0,50.8
single,0,recent,0.0,1e-06,0.1,240,11158,1,0,417,,0.0,1.0,51.1
single,0,young,1e-08,1e-06,0.1,240,10582,1,0,421,,0.0,1.0,537.7
single,0,recent,0.0,1e-06,0.1,240,11166,1,0,343,,0.0,1.0,51.4
single,0,recent,0.0,1e-06,0.1,240,11174,1,0,430,,0.0,1.0,56.8
single,0,recent,0.0,1e-06,0.1,240,11198,2,1,346,,0.0,1.0,50.8
single,0,young,1e-08,0.0,0.1,240,10350,1,0,355,,0.0,1.0,607.8
single,0,young,1e-08,1e-08,0.1,240,10478,1,0,404,,0.0,1.0,612.1
single,0,recent,0.0,1e-06,0.1,240,11182,2,1,356,,0.0,1.0,59.9
single,0,recent,0.0,1e-06,0.1,240,11190,1,0,500,,0.0,1.0,60.2
single,0,young,1e-08,1e-09,0.1,240,10374,1,0,437,,0.0,1.0,623.7
single,0,young,1e-08,1e-09,0.1,240,10366,1,0,366,,0.0,1.0,648.9
single,0,young,1e-08,1e-09,0.1,240,10406,1,0,398,,0.0,1.0,721.0
single,0,recent,1e-08,1e-09,0.1,240,11294,1,0,297,,0.0,1.0,241.7
single,0,recent,1e-08,1e-09,0.1,240,11278,1,0,330,,0.0,1.0,298.8
single,0,recent,1e-08,0.0,0.1,240,11206,1,0,360,,0.0,1.0,363.7
single,0,recent,1e-08,1e-08,0.1,240,11326,2,1,366,,0.0,1.0,333.7
single,0,recent,1e-08,1e-07,0.1,240,11390,2,1,371,,0.0,1.0,312.7
single,0,recent,1e-08,0.0,0.1,240,11214,1,0,328,,0.0,1.0,389.0
single,0,recent,1e-08,0.0,0.1,240,11222,2,1,363,,0.0,1.0,386.9
single,0,recent,1e-08,0.0,0.1,240,11254,4,1,450,,0.0,1.0,387.4
single,0,recent,1e-08,1e-08,0.1,240,11342,1,0,375,,0.0,1.0,367.6
single,0,recent,1e-08,1e-07,0.1,240,11398,1,0,390,,0.0,1.0,357.7
single,0,recent,1e-08,1e-07,0.1,240,11382,1,0,291,,0.0,1.0,393.1
single,0,recent,1e-08,1e-08,0.1,240,11350,1,0,385,,0.0,1.0,401.4
single,0,young,1e-08,1e-06,0.1,240,10550,1,0,364,,0.0,1.0,965.1
single,0,recent,1e-08,0.0,0.1,240,11230,1,0,384,,0.0,1.0,458.6
single,0,recent,1e-08,1e-08,0.1,240,11334,2,1,376,,0.0,1.0,428.0
single,0,recent,1e-08,0.0,0.1,240,11238,1,0,417,,0.0,1.0,492.4
single,0,recent,1e-08,1e-08,0.1,240,11366,1,0,361,,0.0,1.0,449.8
single,0,recent,1e-08,1e-09,0.1,240,11262,1,0,408,,0.0,1.0,492.2
single,0,recent,1e-08,1e-08,0.1,240,11358,3,1,437,,0.0,1.0,462.8
single,0,recent,1e-08,1e-09,0.1,240,11270,1,0,401,,0.0,1.0,498.8
single,0,recent,1e-08,1e-09,0.1,240,11286,2,1,457,,0.0,1.0,537.6
single,0,recent,1e-08,1e-09,0.1,240,11302,1,0,379,,0.0,1.0,528.2
single,0,recent,1e-08,1e-07,0.1,240,11438,2,1,364,,0.0,1.0,226.4
single,0,recent,1e-08,1e-09,0.1,240,11318,2,1,455,,0.0,1.0,572.3
single,0,recent,1e-08,1e-06,0.1,240,11486,2,1,320,,0.0,1.0,169.6
single,0,recent,1e-08,1e-07,0.1,240,11422,1,0,398,,0.0,1.0,305.0
single,0,recent,1e-08,1e-07,0.1,240,11406,2,1,379,,0.0,1.0,466.9
single,0,recent,1e-08,1e-08,0.1,240,11374,2,1,451,,0.0,1.0,586.1
single,0,recent,1e-08,1e-07,0.1,240,11430,1,0,341,,0.0,1.0,292.4
single,0,young,1e-06,1e-07,0.1,240,10822,1,0,365,,0.0,1.0,1056.6
single,0,recent,1e-08,0.0,0.1,240,11246,1,0,423,,0.0,1.0,697.8
single,0,recent,1e-08,1e-06,0.1,240,11494,1,0,319,,0.0,1.0,273.9
single,0,recent,1e-08,1e-06,0.1,240,11454,1,0,369,,0.0,1.0,363.4
single,0,recent,1e-08,1e-06,0.1,240,11462,1,0,367,,0.0,1.0,364.3
single,0,recent,1e-08,1e-07,0.1,240,11414,1,0,395,,0.0,1.0,496.6
single,0,recent,1e-08,1e-06,0.1,240,11478,1,0,436,,0.0,1.0,377.3
single,0,recent,1e-08,1e-06,0.1,240,11470,1,0,393,,0.0,1.0,424.9
single,0,young,1e-06,0.0,0.1,240,10638,1,0,423,,0.0,1.0,1322.0
single,0,young,1e-06,1e-06,0.1,240,10870,1,0,369,,0.0,1.0,1121.4
single,0,recent,1e-08,1e-06,0.1,240,11446,1,0,390,,0.0,1.0,490.5
single,0,young,1e-06,1e-07,0.1,240,10838,1,0,410,,0.0,1.0,1271.4
single,0,young,1e-06,1e-07,0.1,240,10830,1,0,389,,0.0,1.0,1278.5
single,0,young,1e-06,1e-09,0.1,240,10718,1,0,421,,0.0,1.0,1435.1
single,0,young,1e-06,1e-06,0.1,240,10862,1,0,384,,0.0,1.0,1261.5
single,0,young,1e-06,1e-09,0.1,240,10662,1,0,382,,0.0,1.0,1625.0
single,0,young,1e-06,1e-09,0.1,240,10702,1,0,420,,0.0,1.0,1620.7
single,0,young,1e-06,1e-09,0.1,240,10710,1,0,362,,0.0,1.0,1625.4
single,0,young,1e-06,0.0,0.1,240,10622,1,0,405,,0.0,1.0,1651.1
single,0,young,1e-06,0.0,0.1,240,10646,1,0,357,,0.0,1.0,1650.6
single,0,young,1e-06,1e-08,0.1,240,10758,1,0,405,,0.0,1.0,1664.8
single,0,young,1e-06,1e-07,0.1,240,10806,1,0,361,,0.0,1.0,1660.9
single,0,recent,1e-08,1e-09,0.1,240,11310,1,0,384,,0.0,1.0,1146.9
single,0,young,1e-06,1e-07,0.1,240,10790,1,0,363,,0.0,1.0,1673.6
single,0,young,1e-06,1e-08,0.1,240,10726,1,0,378,,0.0,1.0,1686.8
single,0,old,0.0,0.0,0.1,240,11806,1,0,456,,0.0,1.0,40.1
single,0,old,0.0,0.0,0.1,240,11822,1,0,327,,0.0,1.0,44.7
single,0,old,0.0,0.0,0.1,240,11814,1,0,403,,0.0,1.0,49.7
single,0,old,0.0,0.0,0.1,240,11830,1,0,368,,0.0,1.0,48.5
single,0,old,0.0,0.0,0.1,240,11838,1,0,474,,0.0,1.0,53.9
single,0,young,1e-06,1e-09,0.1,240,10670,1,0,416,,0.0,1.0,1748.9
single,0,old,0.0,0.0,0.1,240,11846,1,0,346,,0.0,1.0,37.2
single,0,young,1e-06,1e-08,0.1,240,10774,1,0,416,,0.0,1.0,1758.3
single,0,old,0.0,0.0,0.1,240,11854,1,0,492,,0.0,1.0,52.7
single,0,old,0.0,1e-09,0.1,240,11862,1,0,458,,0.0,1.0,48.6
single,0,old,0.0,1e-09,0.1,240,11870,1,0,475,,0.0,1.0,45.8
single,0,young,1e-06,1e-06,0.1,240,10894,1,0,363,,0.0,1.0,1456.0
single,0,old,0.0,1e-09,0.1,240,11886,1,0,464,,0.0,1.0,48.8
single,0,old,0.0,1e-09,0.1,240,11878,1,0,435,,0.0,1.0,54.6
single,0,old,0.0,1e-09,0.1,240,11894,1,0,522,,0.0,1.0,56.1
single,0,old,0.0,1e-09,0.1,240,11902,1,0,372,,0.0,1.0,52.8
single,0,old,0.0,1e-09,0.1,240,11918,1,0,375,,0.0,1.0,45.6
single,0,old,0.0,1e-08,0.1,240,11926,1,0,438,,0.0,1.0,49.3
single,0,old,0.0,1e-09,0.1,240,11910,1,0,534,,0.0,1.0,55.9
single,0,old,0.0,1e-08,0.1,240,11934,1,0,377,,0.0,1.0,50.0
single,0,old,0.0,1e-08,0.1,240,11942,1,0,425,,0.0,1.0,47.0
single,0,old,0.0,1e-08,0.1,240,11950,1,0,428,,0.0,1.0,52.7
single,0,old,0.0,1e-08,0.1,240,11958,1,0,412,,0.0,1.0,56.9
single,0,old,0.0,1e-08,0.1,240,11966,1,0,332,,0.0,1.0,48.6
single,0,old,0.0,1e-07,0.1,240,11990,1,0,301,,0.0,1.0,48.2
single,0,old,0.0,1e-07,0.1,240,11982,1,0,352,,0.0,1.0,52.1
single,0,old,0.0,1e-08,0.1,240,11974,1,0,335,,0.0,1.0,62.6
single,0,old,0.0,1e-07,0.1,240,11998,1,0,519,,0.0,1.0,58.6
single,0,old,0.0,1e-07,0.1,240,12006,1,0,335,,0.0,1.0,51.8
single,0,old,0.0,1e-07,0.1,240,12014,1,0,361,,0.0,1.0,54.4
single,0,old,0.0,1e-07,0.1,240,12022,1,0,463,,0.0,1.0,51.9
single,0,old,0.0,1e-07,0.1,240,12030,1,0,304,,0.0,1.0,47.5
single,0,old,0.0,1e-06,0.1,240,12046,1,0,447,,0.0,1.0,50.6
single,0,old,0.0,1e-07,0.1,240,12038,1,0,432,,0.0,1.0,52.5
single,0,old,0.0,1e-06,0.1,240,12054,1,0,432,,0.0,1.0,50.8
single,0,old,0.0,1e-06,0.1,240,12062,1,0,323,,0.0,1.0,43.6
single,0,young,1e-06,1e-07,0.1,240,10782,1,0,404,,0.0,1.0,1934.4
single,0,old,0.0,1e-06,0.1,240,12070,1,0,394,,0.0,1.0,47.2
single,0,young,1e-06,1e-09,0.1,240,10686,1,0,380,,0.0,1.0,1954.6
single,0,old,0.0,1e-06,0.1,240,12078,1,0,465,,0.0,1.0,56.7
single,0,young,1e-06,1e-07,0.1,240,10814,1,0,351,,0.0,1.0,1876.0
single,0,old,0.0,1e-06,0.1,240,12094,1,0,414,,0.0,1.0,50.5
single,0,old,0.0,1e-06,0.1,240,12086,1,0,638,,0.0,1.0,57.5
single,0,young,1e-06,1e-07,0.1,240,10798,1,0,360,,0.0,1.0,1964.8
single,0,young,1e-06,1e-09,0.1,240,10678,1,0,397,,0.0,1.0,1984.0
single,0,young,1e-06,0.0,0.1,240,10654,1,0,368,,0.0,1.0,1992.5
single,0,young,1e-06,1e-08,0.1,240,10742,1,0,407,,0.0,1.0,1998.9
single,0,young,1e-06,0.0,0.1,240,10614,1,0,381,,0.0,1.0,2015.1
single,0,young,1e-06,1e-08,0.1,240,10734,1,0,373,,0.0,1.0,2011.7
single,0,young,1e-06,1e-08,0.1,240,10750,1,0,386,,0.0,1.0,2039.3
single,0,young,1e-06,0.0,0.1,240,10606,1,0,401,,0.0,1.0,2052.7
single,0,young,1e-06,0.0,0.1,240,10630,1,0,404,,0.0,1.0,2057.2
single,0,young,1e-06,1e-09,0.1,240,10694,1,0,412,,0.0,1.0,2077.6
single,0,old,1e-08,0.0,0.1,240,12142,1,0,363,,0.0,1.0,176.2
single,0,young,1e-06,1e-06,0.1,240,10846,1,0,366,,0.0,1.0,1988.1
single,0,young,1e-06,1e-08,0.1,240,10766,1,0,361,,0.0,1.0,2161.2
single,0,recent,1e-06,0.0,0.1,240,11534,1,0,381,,0.0,1.0,1175.7
single,0,young,1e-06,1e-06,0.1,240,10854,1,0,389,,0.0,1.0,2052.5
single,0,old,1e-08,1e-09,0.1,240,12166,1,0,402,,0.0,1.0,290.4
single,0,young,1e-06,1e-06,0.1,240,10886,1,0,391,,0.0,1.0,1934.5
single,0,old,1e-08,0.0,0.1,240,12134,1,0,404,,0.0,1.0,347.1
single,0,young,1e-06,1e-06,0.1,240,10878,1,0,377,,0.0,1.0,2043.3
single,0,old,1e-08,1e-09,0.1,240,12206,1,0,448,,0.0,1.0,305.6
single,0,old,1e-08,1e-09,0.1,240,12182,1,0,382,,0.0,1.0,328.3
single,0,recent,1e-06,1e-09,0.1,240,11598,1,0,383,,0.0,1.0,1206.9
single,0,old,1e-08,0.0,0.1,240,12102,1,0,398,,0.0,1.0,402.8
single,0,old,1e-08,1e-08,0.1,240,12222,1,0,415,,0.0,1.0,328.1
single,0,old,1e-08,1e-09,0.1,240,12174,1,0,434,,0.0,1.0,390.7
single,0,old,1e-08,1e-09,0.1,240,12214,1,0,434,,0.0,1.0,351.2
single,0,old,1e-08,1e-09,0.1,240,12198,1,0,389,,0.0,1.0,401.1
single,0,old,1e-08,1e-08,0.1,240,12238,1,0,483,,0.0,1.0,372.7
single,0,old,1e-08,0.0,0.1,240,12126,1,0,449,,0.0,1.0,495.8
single,0,old,1e-08,0.0,0.1,240,12110,1,0,421,,0.0,1.0,507.9
single,0,old,1e-08,1e-08,0.1,240,12230,1,0,457,,0.0,1.0,421.4
single,0,old,1e-08,1e-09,0.1,240,12190,1,0,416,,0.0,1.0,476.5
single,0,old,1e-08,0.0,0.1,240,12118,1,0,419,,0.0,1.0,528.1
single,0,old,1e-08,0.0,0.1,240,12150,1,0,468,,0.0,1.0,505.9
single,0,old,1e-08,1e-08,0.1,240,12246,1,0,421,,0.0,1.0,424.7
single,0,recent,1e-06,0.0,0.1,240,11526,1,0,395,,0.0,1.0,1535.5
single,0,old,1e-08,1e-07,0.1,240,12294,1,0,490,,0.0,1.0,333.4
single,0,old,1e-08,1e-07,0.1,240,12286,1,0,418,,0.0,1.0,340.1
single,0,old,1e-08,1e-06,0.1,240,12342,1,0,390,,0.0,1.0,227.4
single,0,old,1e-08,1e-08,0.1,240,12278,1,0,390,,0.0,1.0,370.6
single,0,old,1e-08,1e-08,0.1,240,12262,1,0,436,,0.0,1.0,472.6
single,0,recent,1e-06,1e-08,0.1,240,11654,1,0,364,,0.0,1.0,1367.7
single,0,old,1e-08,1e-08,0.1,240,12270,1,0,422,,0.0,1.0,454.2
single,0,recent,1e-06,1e-08,0.1,240,11638,1,0,382,,0.0,1.0,1424.3
single,0,recent,1e-06,1e-09,0.1,240,11606,1,0,375,,0.0,1.0,1463.0
single,0,old,1e-08,1e-06,0.1,240,12390,1,0,388,,0.0,1.0,235.5
single,0,recent,1e-06,1e-07,0.1,240,11718,1,0,410,,0.0,1.0,1249.0
single,0,old,1e-08,1e-08,0.1,240,12254,1,0,490,,0.0,1.0,550.2
single,0,recent,1e-06,1e-09,0.1,240,11566,1,0,377,,0.0,1.0,1600.2
single,0,recent,1e-06,0.0,0.1,240,11510,1,0,370,,0.0,1.0,1662.1
single,0,recent,1e-06,1e-07,0.1,240,11734,1,0,342,,0.0,1.0,1209.2
single,0,old,1e-08,1e-07,0.1,240,12334,1,0,442,,0.0,1.0,333.0
single,0,recent,1e-06,1e-09,0.1,240,11614,1,0,382,,0.0,1.0,1528.3
single,0,old,1e-08,1e-07,0.1,240,12318,1,0,463,,0.0,1.0,392.4
single,0,recent,1e-06,1e-09,0.1,240,11574,1,0,406,,0.0,1.0,1596.9
single,0,old,1e-08,1e-06,0.1,240,12350,1,0,424,,0.0,1.0,360.9
single,0,old,1e-08,1e-06,0.1,240,12358,1,0,437,,0.0,1.0,356.4
single,0,old,1e-08,0.0,0.1,240,12158,1,0,487,,0.0,1.0,715.4
single,0,old,1e-08,1e-06,0.1,240,12366,1,0,416,,0.0,1.0,352.3
single,0,old,1e-08,1e-07,0.1,240,12326,1,0,460,,0.0,1.0,406.5
single,0,recent,1e-06,1e-08,0.1,240,11662,1,0,387,,0.0,1.0,1546.7
single,0,old,1e-08,1e-07,0.1,240,12310,1,0,447,,0.0,1.0,512.1
single,0,recent,1e-06,1e-08,0.1,240,11630,1,0,410,,0.0,1.0,1638.2
single,0,recent,1e-06,0.0,0.1,240,11502,1,0,406,,0.0,1.0,1874.9
single,0,recent,1e-06,1e-07,0.1,240,11702,1,0,390,,0.0,1.0,1513.6
single,0,old,1e-08,1e-07,0.1,240,12302,1,0,399,,0.0,1.0,593.4
single,0,recent,1e-06,1e-09,0.1,240,11582,1,0,362,,0.0,1.0,1792.9
single,0,recent,1e-06,0.0,0.1,240,11542,1,0,384,,0.0,1.0,1878.7
single,0,recent,1e-06,1e-07,0.1,240,11686,1,0,384,,0.0,1.0,1625.3
single,0,recent,1e-06,0.0,0.1,240,11518,1,0,379,,0.0,1.0,1946.9
single,0,recent,1e-06,0.0,0.1,240,11558,1,0,386,,0.0,1.0,1930.9
single,0,old,1e-08,1e-06,0.1,240,12398,1,0,409,,0.0,1.0,557.0
single,0,old,1e-08,1e-06,0.1,240,12382,1,0,435,,0.0,1.0,593.1
single,0,recent,1e-06,1e-06,0.1,240,11774,1,0,368,,0.0,1.0,1340.0
single,0,recent,1e-06,1e-08,0.1,240,11646,1,0,378,,0.0,1.0,1810.5
single,0,recent,1e-06,1e-06,0.1,240,11782,1,0,376,,0.0,1.0,1370.0
single,0,recent,1e-06,1e-06,0.1,240,11742,1,0,395,,0.0,1.0,1581.3
single,0,recent,1e-06,1e-09,0.1,240,11590,1,0,378,,0.0,1.0,1957.7
single,0,recent,1e-06,0.0,0.1,240,11550,1,0,423,,0.0,1.0,2050.2
single,0,recent,1e-06,1e-06,0.1,240,11750,1,0,402,,0.0,1.0,1645.6
single,0,old,1e-08,1e-06,0.1,240,12374,1,0,400,,0.0,1.0,748.9
single,0,recent,1e-06,1e-08,0.1,240,11678,1,0,365,,0.0,1.0,1858.8
single,0,recent,1e-06,1e-08,0.1,240,11622,1,0,401,,0.0,1.0,1997.2
single,0,recent,1e-06,1e-08,0.1,240,11670,1,0,364,,0.0,1.0,1874.1
single,0,recent,1e-06,1e-07,0.1,240,11694,1,0,381,,0.0,1.0,1885.9
single,0,recent,1e-06,1e-06,0.1,240,11790,1,0,377,,0.0,1.0,1572.1
single,0,recent,1e-06,1e-06,0.1,240,11758,1,0,390,,0.0,1.0,1763.4
single,0,recent,1e-06,1e-06,0.1,240,11798,1,0,411,,0.0,1.0,1648.3
single,0,recent,1e-06,1e-07,0.1,240,11726,1,0,412,,0.0,1.0,1936.7
single,0,recent,1e-06,1e-07,0.1,240,11710,1,0,394,,0.0,1.0,2017.4
single,0,recent,1e-06,1e-06,0.1,240,11766,1,0,355,,0.0,1.0,1774.4
single,0,old,1e-06,1e-07,0.1,240,12590,1,0,391,,0.0,1.0,831.5
single,0,old,1e-06,0.0,0.1,240,12430,1,0,412,,0.0,1.0,1019.2
single,0,old,1e-06,0.0,0.1,240,12406,1,0,414,,0.0,1.0,1141.1
single,0,old,1e-06,1e-08,0.1,240,12566,1,0,396,,0.0,1.0,981.1
single,0,old,1e-06,1e-06,0.1,240,12686,1,0,421,,0.0,1.0,877.7
single,0,old,1e-06,1e-09,0.1,240,12486,1,0,415,,0.0,1.0,1212.2
single,0,old,1e-06,1e-08,0.1,240,12534,1,0,425,,0.0,1.0,1215.9
single,0,old,1e-06,0.0,0.1,240,12414,1,0,411,,0.0,1.0,1381.4
single,0,old,1e-06,1e-07,0.1,240,12622,1,0,419,,0.0,1.0,1208.9
single,0,old,1e-06,1e-06,0.1,240,12646,1,0,409,,0.0,1.0,1184.9
single,0,old,1e-06,0.0,0.1,240,12422,1,0,428,,0.0,1.0,1430.8
single,0,old,1e-06,0.0,0.1,240,12446,1,0,427,,0.0,1.0,1430.3
single,0,old,1e-06,0.0,0.1,240,12438,1,0,411,,0.0,1.0,1444.4
single,0,old,1e-06,1e-08,0.1,240,12526,1,0,408,,0.0,1.0,1339.5
