scenario,label,depth,rho,m_flux,inv_freq,sample_size,seed,tree_n_events,call_recurrent,n_sites,error,frac_admix_d,frac_admix_i,secs
single,0,young,0.0,1e-09,0.1,240,10067,1,0,299,,0.0,1.0,41.3
single,0,young,0.0,1e-09,0.1,240,10083,1,0,375,,0.0,1.0,44.3
single,0,young,0.0,1e-06,0.1,240,10259,1,0,502,,0.0,1.0,46.8
single,0,young,0.0,1e-08,0.1,240,10163,1,0,440,,0.0,1.0,48.2
single,0,young,0.0,1e-07,0.1,240,10195,1,0,426,,0.0,1.0,49.0
single,0,young,0.0,0.0,0.1,240,10043,1,0,362,,0.0,1.0,50.6
single,0,young,0.0,1e-09,0.1,240,10091,1,0,268,,0.0,1.0,52.9
single,0,young,0.0,0.0,0.1,240,10019,1,0,338,,0.0,1.0,53.8
single,0,young,0.0,1e-09,0.1,240,10075,1,0,303,,0.0,1.0,56.0
single,0,young,0.0,1e-06,0.1,240,10251,1,0,305,,0.0,1.0,56.3
single,0,young,0.0,1e-07,0.1,240,10235,1,0,416,,0.0,1.0,56.7
single,0,young,0.0,1e-07,0.1,240,10203,1,0,259,,0.0,1.0,57.6
single,0,young,0.0,1e-06,0.1,240,10243,1,0,317,,0.0,1.0,58.4
single,0,young,0.0,1e-07,0.1,240,10187,1,0,399,,0.0,1.0,58.7
single,0,young,0.0,1e-09,0.1,240,10099,1,0,369,,0.0,1.0,59.5
single,0,young,0.0,0.0,0.1,240,10011,1,0,318,,0.0,1.0,59.8
single,0,young,0.0,1e-06,0.1,240,10275,1,0,359,,0.0,1.0,59.8
single,0,young,0.0,1e-06,0.1,240,10283,1,0,381,,0.0,1.0,59.9
single,0,young,0.0,1e-07,0.1,240,10227,1,0,431,,0.0,1.0,60.7
single,0,young,0.0,1e-08,0.1,240,10139,1,0,390,,0.0,1.0,61.0
single,0,young,0.0,0.0,0.1,240,10051,1,0,477,,0.0,1.0,61.6
single,0,young,0.0,0.0,0.1,240,10035,2,1,452,,0.0,1.0,61.7
single,0,young,0.0,1e-09,0.1,240,10107,1,0,319,,0.0,1.0,61.7
single,0,young,0.0,0.0,0.1,240,10059,1,0,346,,0.0,1.0,61.8
single,0,young,0.0,1e-06,0.1,240,10267,1,0,352,,0.0,1.0,63.1
single,0,young,0.0,1e-08,0.1,240,10147,1,0,363,,0.0,1.0,63.3
single,0,young,0.0,1e-08,0.1,240,10123,1,0,459,,0.0,1.0,63.6
single,0,young,0.0,1e-09,0.1,240,10115,1,0,428,,0.0,1.0,64.5
single,0,young,0.0,1e-08,0.1,240,10155,1,0,412,,0.0,1.0,64.6
single,0,young,0.0,1e-07,0.1,240,10211,1,0,450,,0.0,1.0,64.8
single,0,young,0.0,0.0,0.1,240,10027,1,0,361,,0.0,1.0,66.0
single,0,young,0.0,1e-06,0.1,240,10299,1,0,420,,0.0,1.0,66.6
single,0,young,0.0,1e-08,0.1,240,10131,1,0,414,,0.0,1.0,67.0
single,0,young,0.0,0.0,0.1,240,10003,2,1,512,,0.0,1.0,68.2
single,0,young,0.0,1e-08,0.1,240,10179,1,0,411,,0.0,1.0,69.5
single,0,young,0.0,1e-08,0.1,240,10171,1,0,428,,0.0,1.0,72.9
single,0,young,0.0,1e-07,0.1,240,10219,1,0,750,,0.0,1.0,73.7
single,0,young,0.0,1e-06,0.1,240,10291,2,1,461,,0.0,1.0,73.9
single,0,young,1e-08,0.0,0.1,240,10315,1,0,349,,0.0,1.0,217.6
single,0,young,1e-08,1e-09,0.1,240,10395,1,0,339,,0.0,1.0,237.1
single,0,young,1e-08,1e-08,0.1,240,10459,1,0,319,,0.0,1.0,253.4
single,0,young,1e-08,1e-08,0.1,240,10435,1,0,411,,0.0,1.0,263.4
single,0,young,1e-08,1e-07,0.1,240,10515,1,0,395,,0.0,1.0,243.2
single,0,young,1e-08,0.0,0.1,240,10355,1,0,351,,0.0,1.0,308.8
single,0,young,1e-08,1e-07,0.1,240,10531,1,0,428,,0.0,1.0,266.8
single,0,young,1e-08,1e-07,0.1,240,10523,1,0,374,,0.0,1.0,277.7
single,0,young,1e-08,1e-07,0.1,240,10539,1,0,424,,0.0,1.0,279.6
single,0,young,1e-08,1e-06,0.1,240,10547,1,0,389,,0.0,1.0,280.4
single,0,young,1e-08,1e-09,0.1,240,10411,1,0,317,,0.0,1.0,332.0
single,0,young,1e-08,1e-08,0.1,240,10467,1,0,414,,0.0,1.0,402.9
single,0,young,1e-08,0.0,0.1,240,10331,1,0,423,,0.0,1.0,405.5
single,0,young,1e-08,0.0,0.1,240,10323,1,0,398,,0.0,1.0,429.8
single,0,young,1e-08,1e-09,0.1,240,10371,1,0,357,,0.0,1.0,443.4
single,0,recent,0.0,0.0,0.1,240,10907,2,1,463,,0.0,1.0,42.2
single,0,young,1e-08,1e-06,0.1,240,10571,1,0,388,,0.0,1.0,397.0
single,0,recent,0.0,0.0,0.1,240,10915,1,0,485,,0.0,1.0,55.3
single,0,young,1e-08,1e-08,0.1,240,10451,1,0,419,,0.0,1.0,468.8
single,0,young,1e-08,1e-06,0.1,240,10579,1,0,425,,0.0,1.0,417.6
single,0,recent,0.0,0.0,0.1,240,10939,2,1,512,,0.0,1.0,33.8
single,0,recent,0.0,0.0,0.1,240,10923,3,1,525,,0.0,1.0,60.3
single,0,young,1e-08,1e-08,0.1,240,10443,1,0,411,,0.0,1.0,494.0
single,0,recent,0.0,0.0,0.1,240,10955,1,0,287,,0.0,1.0,35.4
single,0,young,1e-08,0.0,0.1,240,10339,1,0,354,,0.0,1.0,504.2
single,0,recent,0.0,0.0,0.1,240,10931,2,1,355,,0.0,1.0,62.4
single,0,recent,0.0,0.0,0.1,240,10947,1,0,425,,0.0,1.0,57.3
single,0,recent,0.0,1e-09,0.1,240,10971,2,1,331,,0.0,1.0,36.4
single,0,recent,0.0,1e-09,0.1,240,10979,2,1,334,,0.0,1.0,35.0
single,0,recent,0.0,1e-09,0.1,240,10963,2,1,511,,0.0,1.0,64.8
single,0,recent,0.0,1e-09,0.1,240,10995,1,0,439,,0.0,1.0,39.7
single,0,young,1e-08,1e-08,0.1,240,10475,1,0,381,,0.0,1.0,538.1
single,0,young,1e-08,1e-09,0.1,240,10363,1,0,428,,0.0,1.0,540.9
single,0,recent,0.0,1e-08,0.1,240,11035,1,0,311,,0.0,1.0,35.1
single,0,recent,0.0,1e-09,0.1,240,10987,2,1,460,,0.0,1.0,60.9
single,0,recent,0.0,1e-08,0.1,240,11043,1,0,300,,0.0,1.0,37.2
single,0,recent,0.0,1e-09,0.1,240,11003,1,0,434,,0.0,1.0,58.1
single,0,young,1e-08,1e-06,0.1,240,10595,1,0,395,,0.0,1.0,498.5
single,0,recent,0.0,1e-08,0.1,240,11027,2,1,375,,0.0,1.0,48.4
single,0,young,1e-08,1e-06,0.1,240,10555,1,0,409,,0.0,1.0,507.3
single,0,recent,0.0,1e-09,0.1,240,11011,2,1,467,,0.0,1.0,59.6
single,0,young,1e-08,0.0,0.1,240,10307,1,0,419,,0.0,1.0,566.6
single,0,young,1e-08,1e-07,0.1,240,10507,1,0,367,,0.0,1.0,568.5
single,0,recent,0.0,1e-09,0.1,240,11019,1,0,412,,0.0,1.0,63.6
single,0,young,1e-08,1e-06,0.1,240,10563,1,0,378,,0.0,1.0,525.1
single,0,recent,0.0,1e-07,0.1,240,11083,1,0,354,,0.0,1.0,34.4
single,0,recent,0.0,1e-08,0.1,240,11051,1,0,266,,0.0,1.0,47.7
single,0,young,1e-08,1e-07,0.1,240,10491,1,0,442,,0.0,1.0,581.5
single,0,recent,0.0,1e-07,0.1,240,11107,1,0,331,,0.0,1.0,33.7
single,0,recent,0.0,1e-08,0.1,240,11059,1,0,388,,0.0,1.0,56.0
single,0,recent,0.0,1e-08,0.1,240,11075,1,0,378,,0.0,1.0,50.8
single,0,recent,0.0,1e-07,0.1,240,11091,2,1,580,,0.0,1.0,40.7
single,0,recent,0.0,1e-08,0.1,240,11067,1,0,421,,0.0,1.0,55.3
single,0,recent,0.0,1e-07,0.1,240,11115,1,0,301,,0.0,1.0,46.6
single,0,recent,0.0,1e-07,0.1,240,11099,2,1,383,,0.0,1.0,55.8
single,0,recent,0.0,1e-07,0.1,240,11123,1,0,420,,0.0,1.0,52.1
single,0,recent,0.0,1e-07,0.1,240,11139,1,0,350,,0.0,1.0,49.6
single,0,recent,0.0,1e-06,0.1,240,11179,2,1,312,,0.0,1.0,33.9
single,0,recent,0.0,1e-07,0.1,240,11131,3,1,412,,0.0,1.0,56.6
single,0,recent,0.0,1e-06,0.1,240,11155,2,1,307,,0.0,1.0,51.4
