scenario,label,depth,rho,m_flux,inv_freq,sample_size,seed,tree_n_events,call_recurrent,n_sites,error,frac_admix_d,frac_admix_i,secs
single,0,young,0.0,1e-09,0.1,240,10079,1,0,408,,0.0,1.0,34.8
single,0,young,0.0,1e-07,0.1,240,10183,1,0,328,,0.0,1.0,34.8
single,0,young,0.0,1e-08,0.1,240,10127,1,0,289,,0.0,1.0,34.8
single,0,young,0.0,1e-06,0.1,240,10271,1,0,317,,0.0,1.0,34.8
single,0,young,0.0,1e-06,0.1,240,10247,1,0,293,,0.0,1.0,34.9
single,0,young,0.0,0.0,0.1,240,10023,1,0,306,,0.0,1.0,34.9
single,0,young,0.0,1e-09,0.1,240,10103,1,0,278,,0.0,1.0,34.9
single,0,young,0.0,1e-08,0.1,240,10175,1,0,243,,0.0,1.0,34.9
single,0,young,0.0,0.0,0.1,240,10047,1,0,292,,0.0,1.0,35.5
single,0,young,0.0,1e-07,0.1,240,10191,1,0,301,,0.0,1.0,35.8
single,0,young,0.0,0.0,0.1,240,10007,1,0,369,,0.0,1.0,36.1
single,0,young,0.0,1e-08,0.1,240,10151,1,0,403,,0.0,1.0,36.4
single,0,young,0.0,1e-08,0.1,240,10167,2,1,370,,0.0,1.0,36.7
single,0,young,0.0,0.0,0.1,240,10055,2,1,381,,0.0,1.0,36.8
single,0,young,0.0,1e-06,0.1,240,10287,1,0,382,,0.0,1.0,37.0
single,0,young,0.0,1e-09,0.1,240,10071,1,0,382,,0.0,1.0,37.4
single,0,young,0.0,1e-07,0.1,240,10207,1,0,371,,0.0,1.0,37.5
single,0,young,0.0,1e-09,0.1,240,10119,1,0,369,,0.0,1.0,37.6
single,0,young,0.0,1e-09,0.1,240,10063,1,0,388,,0.0,1.0,38.0
single,0,young,0.0,1e-08,0.1,240,10159,1,0,396,,0.0,1.0,38.0
single,0,young,0.0,1e-07,0.1,240,10215,1,0,498,,0.0,1.0,38.2
single,0,young,0.0,1e-09,0.1,240,10087,1,0,398,,0.0,1.0,38.2
single,0,young,0.0,1e-07,0.1,240,10199,1,0,405,,0.0,1.0,38.3
single,0,young,0.0,1e-09,0.1,240,10111,1,0,612,,0.0,1.0,38.6
single,0,young,0.0,1e-06,0.1,240,10263,2,1,472,,0.0,1.0,38.7
single,0,young,0.0,1e-08,0.1,240,10143,1,0,584,,0.0,1.0,38.8
single,0,young,0.0,1e-06,0.1,240,10255,1,0,350,,0.0,1.0,38.9
single,0,young,0.0,1e-07,0.1,240,10239,1,0,352,,0.0,1.0,39.0
single,0,young,0.0,0.0,0.1,240,10015,1,0,413,,0.0,1.0,39.2
single,0,young,0.0,1e-06,0.1,240,10295,1,0,412,,0.0,1.0,39.2
single,0,young,0.0,1e-07,0.1,240,10231,1,0,448,,0.0,1.0,39.4
single,0,young,0.0,1e-06,0.1,240,10279,1,0,415,,0.0,1.0,39.5
single,0,young,0.0,0.0,0.1,240,10039,1,0,456,,0.0,1.0,39.5
single,0,young,0.0,1e-07,0.1,240,10223,1,0,548,,0.0,1.0,39.8
single,0,young,0.0,1e-09,0.1,240,10095,1,0,425,,0.0,1.0,40.0
single,0,young,0.0,1e-08,0.1,240,10135,1,0,419,,0.0,1.0,41.7
single,0,young,0.0,0.0,0.1,240,10031,2,1,517,,0.0,1.0,43.3
single,0,young,1e-08,1e-08,0.1,240,10455,1,0,309,,0.0,1.0,106.9
single,0,young,1e-08,1e-08,0.1,240,10439,1,0,342,,0.0,1.0,120.6
single,0,young,1e-08,0.0,0.1,240,10319,1,0,377,,0.0,1.0,136.9
single,0,young,1e-08,1e-07,0.1,240,10511,1,0,345,,0.0,1.0,141.4
single,0,young,1e-08,1e-08,0.1,240,10431,1,0,358,,0.0,1.0,198.7
single,0,young,1e-08,1e-07,0.1,240,10487,1,0,402,,0.0,1.0,206.3
