scenario,label,depth,rho,m_flux,inv_freq,sample_size,seed,tree_n_events,call_recurrent,n_sites,error,frac_admix_d,frac_admix_i,secs
single,0,young,0.0,0.0,0.1,240,10056,1,0,267,,0.0,1.0,35.9
single,0,young,0.0,1e-06,0.1,240,10272,1,0,265,,0.0,1.0,36.5
single,0,young,0.0,1e-07,0.1,240,10192,1,0,310,,0.0,1.0,37.0
single,0,young,0.0,0.0,0.1,240,10032,1,0,301,,0.0,1.0,37.4
single,0,young,0.0,0.0,0.1,240,10000,1,0,327,,0.0,1.0,37.4
single,0,young,0.0,1e-09,0.1,240,10112,1,0,324,,0.0,1.0,37.4
single,0,young,0.0,1e-09,0.1,240,10064,1,0,234,,0.0,1.0,37.6
single,0,young,0.0,1e-07,0.1,240,10224,1,0,300,,0.0,1.0,38.2
single,0,young,0.0,1e-06,0.1,240,10240,1,0,354,,0.0,1.0,38.5
single,0,young,0.0,0.0,0.1,240,10048,1,0,360,,0.0,1.0,38.8
single,0,young,0.0,1e-06,0.1,240,10280,1,0,327,,0.0,1.0,39.3
single,0,young,0.0,1e-08,0.1,240,10144,2,1,357,,0.0,1.0,39.7
single,0,young,0.0,1e-09,0.1,240,10088,2,1,355,,0.0,1.0,39.9
single,0,young,0.0,0.0,0.1,240,10040,1,0,509,,0.0,1.0,40.5
single,0,young,0.0,1e-07,0.1,240,10184,1,0,314,,0.0,1.0,41.2
single,0,young,0.0,1e-06,0.1,240,10264,1,0,475,,0.0,1.0,41.6
single,0,young,0.0,1e-06,0.1,240,10296,1,0,393,,0.0,1.0,41.8
single,0,young,0.0,1e-09,0.1,240,10096,1,0,345,,0.0,1.0,42.0
single,0,young,0.0,1e-06,0.1,240,10248,1,0,381,,0.0,1.0,42.1
single,0,young,0.0,1e-08,0.1,240,10168,1,0,469,,0.0,1.0,42.3
single,0,young,0.0,0.0,0.1,240,10016,1,0,352,,0.0,1.0,42.3
single,0,young,0.0,0.0,0.1,240,10024,1,0,399,,0.0,1.0,42.4
single,0,young,0.0,1e-08,0.1,240,10160,1,0,347,,0.0,1.0,42.8
single,0,young,0.0,0.0,0.1,240,10008,2,1,537,,0.0,1.0,42.8
single,0,young,0.0,1e-07,0.1,240,10200,1,0,358,,0.0,1.0,42.8
single,0,young,0.0,1e-06,0.1,240,10256,1,0,454,,0.0,1.0,43.0
single,0,young,0.0,1e-08,0.1,240,10128,1,0,456,,0.0,1.0,43.9
single,0,young,0.0,1e-06,0.1,240,10288,1,0,393,,0.0,1.0,44.0
single,0,young,0.0,1e-08,0.1,240,10176,1,0,398,,0.0,1.0,44.2
single,0,young,0.0,1e-08,0.1,240,10136,1,0,367,,0.0,1.0,44.5
single,0,young,0.0,1e-07,0.1,240,10232,2,1,385,,0.0,1.0,44.9
single,0,young,0.0,1e-09,0.1,240,10072,1,0,381,,0.0,1.0,44.9
single,0,young,0.0,1e-07,0.1,240,10216,1,0,413,,0.0,1.0,46.1
single,0,young,0.0,1e-08,0.1,240,10120,1,0,612,,0.0,1.0,46.3
single,0,young,0.0,1e-09,0.1,240,10104,1,0,456,,0.0,1.0,46.5
single,0,young,0.0,1e-09,0.1,240,10080,1,0,469,,0.0,1.0,48.6
single,0,young,0.0,1e-08,0.1,240,10152,1,0,485,,0.0,1.0,50.4
single,0,young,0.0,1e-07,0.1,240,10208,1,0,462,,0.0,1.0,51.2
single,0,young,1e-08,1e-08,0.1,240,10448,1,0,331,,0.0,1.0,111.8
single,0,young,1e-08,1e-07,0.1,240,10504,1,0,341,,0.0,1.0,130.4
single,0,young,1e-08,1e-08,0.1,240,10440,1,0,379,,0.0,1.0,158.2
single,0,young,1e-08,1e-09,0.1,240,10360,1,0,375,,0.0,1.0,227.5
single,0,young,1e-08,1e-09,0.1,240,10408,1,0,416,,0.0,1.0,255.8
single,0,young,1e-08,0.0,0.1,240,10352,1,0,432,,0.0,1.0,260.6
single,0,young,1e-08,1e-09,0.1,240,10368,1,0,372,,0.0,1.0,268.8
single,0,young,1e-08,0.0,0.1,240,10328,1,0,407,,0.0,1.0,275.0
single,0,young,1e-08,1e-09,0.1,240,10384,1,0,350,,0.0,1.0,285.9
single,0,young,1e-08,1e-07,0.1,240,10496,1,0,403,,0.0,1.0,290.5
single,0,young,1e-08,1e-06,0.1,240,10560,1,0,410,,0.0,1.0,256.8
single,0,young,1e-08,1e-09,0.1,240,10400,1,0,451,,0.0,1.0,300.3
single,0,young,1e-08,1e-09,0.1,240,10376,1,0,477,,0.0,1.0,304.5
single,0,young,1e-08,1e-06,0.1,240,10552,2,1,415,,0.0,1.0,267.8
single,0,young,1e-08,1e-07,0.1,240,10480,1,0,391,,0.0,1.0,307.8
single,0,young,1e-08,1e-06,0.1,240,10568,1,0,409,,0.0,1.0,278.9
single,0,young,1e-08,1e-07,0.1,240,10512,1,0,405,,0.0,1.0,295.8
single,0,young,1e-08,1e-08,0.1,240,10456,1,0,408,,0.0,1.0,332.3
single,0,young,1e-08,1e-09,0.1,240,10416,1,0,401,,0.0,1.0,336.6
single,0,recent,0.0,0.0,0.1,240,10912,2,1,359,,0.0,1.0,32.5
single,0,young,1e-08,1e-08,0.1,240,10472,1,0,407,,0.0,1.0,339.6
single,0,recent,0.0,0.0,0.1,240,10904,3,1,385,,0.0,1.0,39.8
single,0,recent,0.0,0.0,0.1,240,10928,2,1,519,,0.0,1.0,36.4
single,0,young,1e-08,1e-07,0.1,240,10536,1,0,393,,0.0,1.0,307.3
single,0,recent,0.0,0.0,0.1,240,10920,1,0,366,,0.0,1.0,40.5
single,0,young,1e-08,1e-09,0.1,240,10392,1,0,392,,0.0,1.0,354.6
single,0,young,1e-08,1e-07,0.1,240,10488,1,0,433,,0.0,1.0,356.2
single,0,recent,0.0,0.0,0.1,240,10936,2,1,414,,0.0,1.0,39.9
single,0,young,1e-08,1e-06,0.1,240,10584,1,0,393,,0.0,1.0,321.7
single,0,young,1e-08,1e-07,0.1,240,10528,1,0,436,,0.0,1.0,324.2
single,0,recent,0.0,1e-09,0.1,240,10960,1,0,309,,0.0,1.0,29.5
single,0,recent,0.0,0.0,0.1,240,10944,1,0,342,,0.0,1.0,37.3
single,0,recent,0.0,0.0,0.1,240,10952,2,1,353,,0.0,1.0,36.8
single,0,recent,0.0,1e-09,0.1,240,10968,1,0,384,,0.0,1.0,35.1
single,0,recent,0.0,1e-09,0.1,240,10976,2,1,361,,0.0,1.0,34.6
single,0,recent,0.0,1e-09,0.1,240,10992,1,0,312,,0.0,1.0,30.6
single,0,recent,0.0,1e-09,0.1,240,10984,2,1,403,,0.0,1.0,35.2
single,0,recent,0.0,1e-09,0.1,240,11008,3,1,285,,0.0,1.0,33.1
single,0,young,1e-08,0.0,0.1,240,10336,1,0,423,,0.0,1.0,379.9
single,0,young,1e-08,1e-08,0.1,240,10432,1,0,369,,0.0,1.0,380.2
single,0,recent,0.0,1e-09,0.1,240,11000,1,0,420,,0.0,1.0,41.7
single,0,recent,0.0,1e-08,0.1,240,11024,2,1,344,,0.0,1.0,32.9
single,0,recent,0.0,1e-09,0.1,240,11016,2,1,396,,0.0,1.0,34.8
single,0,recent,0.0,1e-08,0.1,240,11032,2,1,382,,0.0,1.0,35.6
single,0,recent,0.0,1e-08,0.1,240,11040,1,0,350,,0.0,1.0,36.5
single,0,young,1e-08,1e-08,0.1,240,10464,1,0,437,,0.0,1.0,397.7
single,0,recent,0.0,1e-08,0.1,240,11048,1,0,391,,0.0,1.0,38.2
single,0,recent,0.0,1e-08,0.1,240,11072,1,0,310,,0.0,1.0,32.2
single,0,young,1e-08,0.0,0.1,240,10304,1,0,380,,0.0,1.0,401.4
single,0,recent,0.0,1e-07,0.1,240,11104,1,0,325,,0.0,1.0,29.6
single,0,young,1e-08,1e-06,0.1,240,10592,1,0,380,,0.0,1.0,366.0
single,0,recent,0.0,1e-08,0.1,240,11064,1,0,464,,0.0,1.0,38.6
single,0,recent,0.0,1e-08,0.1,240,11056,2,1,395,,0.0,1.0,41.6
single,0,recent,0.0,1e-07,0.1,240,11080,2,1,409,,0.0,1.0,35.7
single,0,recent,0.0,1e-07,0.1,240,11120,2,1,312,,0.0,1.0,30.3
single,0,recent,0.0,1e-07,0.1,240,11088,3,1,419,,0.0,1.0,38.8
single,0,recent,0.0,1e-07,0.1,240,11128,1,0,448,,0.0,1.0,34.6
single,0,recent,0.0,1e-07,0.1,240,11096,2,1,497,,0.0,1.0,40.4
single,0,recent,0.0,1e-07,0.1,240,11136,1,0,374,,0.0,1.0,31.5
single,0,recent,0.0,1e-07,0.1,240,11112,2,1,447,,0.0,1.0,39.1
single,0,recent,0.0,1e-06,0.1,240,11160,1,0,276,,0.0,1.0,30.0
single,0,young,1e-08,1e-06,0.1,240,10576,1,0,451,,0.0,1.0,384.5
single,0,recent,0.0,1e-06,0.1,240,11152,1,0,422,,0.0,1.0,38.6
single,0,recent,0.0,1e-06,0.1,240,11144,1,0,308,,0.0,1.0,39.1
single,0,recent,0.0,1e-06,0.1,240,11184,2,1,279,,0.0,1.0,32.4
single,0,recent,0.0,1e-06,0.1,240,11168,1,0,522,,0.0,1.0,38.1
single,0,recent,0.0,1e-06,0.1,240,11176,2,1,382,,0.0,1.0,38.5
single,0,recent,0.0,1e-06,0.1,240,11192,3,1,365,,0.0,1.0,37.9
single,0,young,1e-08,0.0,0.1,240,10344,1,0,447,,0.0,1.0,454.8
single,0,young,1e-08,1e-07,0.1,240,10520,1,0,311,,0.0,1.0,430.9
single,0,young,1e-08,0.0,0.1,240,10312,1,0,430,,0.0,1.0,499.4
single,0,young,1e-08,1e-08,0.1,240,10424,1,0,388,,0.0,1.0,528.4
single,0,recent,1e-08,0.0,0.1,240,11224,2,1,350,,0.0,1.0,127.4
single,0,young,1e-08,1e-06,0.1,240,10544,1,0,427,,0.0,1.0,547.9
single,0,young,1e-08,0.0,0.1,240,10320,1,0,489,,0.0,1.0,614.5
